paths,call_price,call_standard_error,binary_price,binary_standard_error
1000,10.118775931944795,0.4431185024999575,0.5317372482958992,0.014942653658408935
2500,10.499062521671448,0.2913705477760274,0.5296445435619975,0.009452607759362026
5000,10.160417956543206,0.20283535409341633,0.5271713470582957,0.006687241391092346
10000,10.160702569829892,0.1440855708052536,0.5250786423243943,0.004730592485470337
25000,10.209397640843646,0.09133212119584809,0.5305196746325384,0.00298800085518001
50000,10.326625966947898,0.06532503727769745,0.5314518794685491,0.0021123258611614893
100000,10.372781376452377,0.046398177654248224,0.5305577238095184,0.0014939640287447314
