contract,price,standard_error,confidence_low,confidence_high,analytical,absolute_error,z_score,raw_paths,independent_samples,method,variance_reduction,control_beta
European call,10.420541193153111,0.046769902520818175,10.328873868651858,10.512208517654365,10.450583572185565,0.030042379032453326,0.6423442729879731,100000,100000,exact,none,
European call,10.461072093982235,0.04650210036816826,10.36992965205516,10.552214535909311,10.450583572185565,0.01048852179667037,0.22554942064186848,100000,100000,euler,none,
European call,10.457145388836313,0.04654737179810848,10.365914216537025,10.548376561135601,10.450583572185565,0.006561816650748398,0.1409707228844024,100000,100000,milstein,none,
European put,5.612203851328206,0.027520080321280845,5.558265485046847,5.666142217609566,5.573526022256971,0.038677829071235514,1.4054402683311413,100000,100000,exact,none,
European put,5.57098887015157,0.02745346502630529,5.517181067449182,5.624796672853958,5.573526022256971,0.0025371521054005086,0.09241646192819256,100000,100000,euler,none,
European put,5.56810944053827,0.02741112854033427,5.514384615823617,5.6218342652529225,5.573526022256971,0.0054165817187010745,0.19760520661273806,100000,100000,milstein,none,
Cash-or-nothing call,0.5303104041591481,0.0014940547780964671,0.527382110603149,0.5332386977151472,0.5323248154537634,0.002014411294615326,1.3482847644862328,100000,100000,exact,none,
Cash-or-nothing call,0.5333638506117955,0.0014929052893392274,0.5304378100123612,0.5362898912112297,0.5323248154537634,0.0010390351580320534,0.6959819658030277,100000,100000,euler,none,
Cash-or-nothing call,0.532831162134075,0.0014931103835628208,0.5299047195573491,0.5357576047108009,0.5323248154537634,0.0005063466803115757,0.33912206752145446,100000,100000,milstein,none,
